-6859, -1275, -2077, -10983, 1942, -14504
-7015, -1098, -2794, -11337, 9455, -20686
-6309, -1037, -3301, -7369, 16267, -17203
-5648, -856, -3406, -2562, 14977, -8723
-4854, -548, -2998, 1915, 11337, -1296
-3950, -200, -2400, 3110, 7511, 2089
-2962, 74, -1789, 2079, 5522, 3659
-2093, 275, -1170, 357, 4968, 4690
-1341, 543, -543, -1533, 5065, 5289
-823, 798, 118, -3492, 4028, 6071
-541, 1132, 794, -4596, 2210, 6484
-510, 1451, 1315, -5859, -1783, 7225
-469, 1564, 1418, -7281, -5193, 7842
-546, 1465, 1136, -8702, -6467, 7274
-1002, 1388, 411, -12308, -7766, 5107
-2454, 1521, -895, -26664, -14454, -471
-4371, -174, -3307, -32447, -29324, -4342
-5082, -4210, -6588, -32447, -32685, -5831
-4310, -6727, -9165, -16600, -24513, -15283
-4292, -6710, -10498, -11154, 5808, -22266
-5233, -5824, -10857, -24464, 23801, -22193
-6910, -5479, -11124, -32447, 27734, -20556
-7953, -5843, -10953, -32447, 30080, -15819
-8794, -6113, -10505, -15663, -32686, -9288
-9703, -5658, -10041, -2773, -32686, -5628
-10089, -4780, -9378, -4830, -32686, -6833
-10088, -4165, -9066, -13522, -32686, -6859
-9953, -4039, -8872, -12496, -32686, -2216
-13712, -9784, -13050, 5118, 28314, -16698
-8728, -7302, -12684, 28431, -10471, -10510
-7182, -4994, -11360, 634, -32686, 2484
-6809, -3388, -9374, -10658, 29532, 2461
-6337, -3338, -7290, -5449, 10936, -636
-4815, -3102, -6063, 6570, 913, -2079
-3435, -2467, -4986, 6282, -1730, -2530
-2310, -2111, -4404, -1494, -1359, -1718
-1526, -1908, -4073, -2051, -377, -633
-958, -1681, -3912, -2210, 454, -1001
-579, -1471, -3846, -1968, 36, -704
-275, -1332, -3858, -2430, -1960, -288
114, -1318, -3925, -2096, -2998, -19
503, -1326, -3956, -1026, -1885, 152
755, -1399, -3924, 1, -692, 125
883, -1494, -3875, 765, 304, 289
924, -1617, -3752, 3959, 235, 1381
948, -1708, -3573, 8160, -152, 2764
895, -1692, -3386, 11843, -164, 3957
812, -1640, -3120, 14400, 276, 5329
637, -1589, -2888, 15638, -1093, 7386
431, -1608, -2741, 17463, -3469, 10223
252, -1688, -2662, 19503, -5670, 12807
