-3601, -1764, -825, 1645, -72, 61
-3661, -1857, -730, 3044, -711, -358
-3685, -1862, -654, 4024, -1251, -425
-3698, -1839, -609, 4016, -1382, -191
-3722, -1885, -559, 3750, -1323, 198
-3778, -2020, -461, 4223, -1129, 338
-3898, -2092, -264, 3428, -1273, -764
-4026, -2083, -18, 106, -2660, -3220
-4126, -2084, 200, -4279, -3968, -5398
-4208, -2183, 396, -7884, -4570, -6865
-4294, -2284, 551, -9879, -5667, -8398
-4336, -2351, 633, -10851, -6943, -9492
-4323, -2407, 676, -10963, -7256, -9997
-4302, -2369, 754, -10770, -7345, -10112
-4276, -2230, 920, -10993, -8004, -9213
-4233, -2113, 1114, -10826, -9589, -8486
-4158, -2029, 1268, -9716, -11971, -8084
-3987, -1931, 1334, -8640, -13299, -7233
-3837, -1921, 1306, -8691, -13531, -5628
-3807, -2188, 1196, -8150, -14043, -3534
-3928, -2846, 957, -5631, -15867, -1502
-4140, -3772, 563, -1456, -18035, -594
-4291, -4685, 75, 1852, -18497, -2154
-4263, -5335, -341, 2327, -15645, -6996
-4212, -5658, -636, 14, -11956, -12647
-4130, -5796, -844, -3174, -9990, -15655
-4020, -5998, -1015, -3341, -8543, -15962
-3986, -6248, -1163, 218, -7863, -15724
-3942, -6273, -1264, 3650, -7508, -16267
-3805, -6030, -1339, 3301, -6732, -17672
-3575, -5694, -1421, 650, -5230, -19303
-3265, -5355, -1535, -742, -3365, -20392
-2924, -5002, -1627, -239, -1763, -20364
-2561, -4604, -1678, 933, -517, -19791
-2195, -4164, -1713, 2068, 232, -18835
-1849, -3713, -1761, 2668, 934, -17988
-1489, -3268, -1804, 2974, 2059, -17373
-1119, -2824, -1849, 2784, 3579, -16694
-799, -2396, -1875, 2105, 5434, -15820
-549, -1998, -1859, 1439, 7466, -14801
-360, -1638, -1774, 1158, 9443, -13903
-252, -1287, -1641, 1053, 11274, -13067
-227, -937, -1507, 749, 12267, -12097
-210, -594, -1397, 317, 13157, -11046
-177, -300, -1285, 170, 14736, -9736
-195, -18, -1137, 970, 17192, -8183
-293, 305, -942, 1833, 19224, -5940
-475, 682, -707, 1038, 19265, -3371
-656, 991, -463, -1031, 17730, -1513
-791, 1155, -252, -2301, 16797, -524
-926, 1251, -41, -1688, 17537, 304
-1144, 1370, 223, -718, 19052, 1922
-1459, 1533, 536, -1789, 18744, 3538
-1830, 1556, 812, -4502, 15796, 4942
-2200, 1384, 958, -5805, 14108, 5595
-2589, 1159, 1105, -5363, 15372, 6468
-3051, 1006, 1338, -6067, 16932, 7546
-3574, 827, 1623, -8160, 16763, 8527
-4143, 455, 1913, -10184, 15086, 9355
-4676, -72, 2190, -10401, 13745, 9199
-5114, -584, 2489, -8283, 12857, 8354
-5464, -918, 2838, -4682, 11555, 8754
-5778, -1046, 3238, -3170, 9557, 9848
-6026, -1082, 3641, -4416, 7003, 9948
-6168, -1133, 3898, -7659, 3232, 8712
-6111, -1172, 3900, -11561, -139, 7258
-5868, -1280, 3644, -15579, -1848, 6716
-5577, -1651, 3232, -16952, -2202, 7246
-5290, -2285, 2821, -13588, -1944, 7757
-4973, -2899, 2515, -7677, -1633, 6377
-4632, -3252, 2335, -3528, -976, 4108
-4289, -3292, 2231, -2724, -730, 2004
-3912, -3151, 2115, -4644, -1073, 795
-3574, -2992, 1953, -7580, -842, 675
-3291, -2908, 1767, -10343, -249, 530
-3092, -2908, 1573, -11474, 405, 89
-2956, -2921, 1388, -11289, 260, -556
-2850, -2906, 1204, -10541, -586, -1154
-2721, -2853, 986, -9449, -1132, -1346
-2597, -2785, 751, -8177, -825, -1047
-2510, -2697, 537, -6822, -27, -597
-2462, -2586, 367, -6042, 919, -385
-2455, -2443, 234, -5951, 1751, -383
-2496, -2300, 125, -6275, 2420, -297
-2551, -2168, 33, -6585, 2791, 38
-2614, -2058, -15, -6739, 3111, 543
-2723, -1993, -43, -7131, 3299, 1140
-2870, -2009, -90, -7289, 2857, 1868
-3032, -2131, -151, -6287, 2566, 2596
-3215, -2351, -149, -3661, 2995, 2769
-3430, -2564, -90, -463, 3190, 2300
-3632, -2656, 0, 1923, 2504, 1298
-3768, -2597, 64, 1380, 1537, 294
-3827, -2506, 71, -709, 1309, -67
-3844, -2485, 55, -1834, 2144, 169
-3845, -2513, 37, -1256, 3398, 340
-3862, -2552, 33, 350, 4363, 497
-3890, -2576, 60, 2454, 4532, 677
-3910, -2558, 101, 4268, 4091, 840
-3899, -2444, 171, 5066, 3542, 929
-3924, -2206, 436, 1993, 2935, 791
-3986, -2101, 690, -1916, 1434, -298
-3978, -2078, 714, -1298, -905, -526
-3860, -2038, 556, 82, -1812, 252
-3716, -2011, 290, 392, -1083, 660
-3593, -1985, 3, 864, 36, 973
-3508, -1946, -231, 1386, 708, 1438
-3454, -1896, -405, 1496, 1030, 1699
-3420, -1857, -539, 1121, 1074, 1679
-3416, -1843, -632, 624, 1099, 1424
-3421, -1841, -693, -75, 1073, 905
-3435, -1836, -720, -886, 961, 459
-3461, -1823, -709, -1645, 716, 138
-3495, -1825, -668, -2052, 115, 77
-3511, -1828, -644, -2258, -320, -170
-3528, -1817, -624, -2114, -556, -227
-3533, -1811, -614, -1834, -660, -214
-3531, -1810, -620, -1647, -616, -162
-3527, -1821, -640, -1284, -511, -47
