-3926, -4054, 947, -3871, 1553, -13292
-4101, -4692, 869, -4161, 3170, -16455
-4344, -5300, 668, -4098, 3318, -19477
-4496, -5907, 291, -3936, 5259, -21755
-4742, -6489, -142, -3450, 10197, -24882
-5189, -7048, -771, -3702, 13542, -28197
-5603, -7529, -1353, -5658, 13574, -31158
-5913, -7892, -1946, -6635, 13642, 32650
-6063, -8074, -2488, -7807, 14052, 32650
-6124, -8064, -2994, -8130, 15724, 32650
-6104, -7827, -3446, -8152, 16945, 32650
-5975, -7416, -3825, -8177, 18541, 32650
-5806, -6848, -4132, -8069, 21110, -32179
-5588, -6155, -4302, -7644, 23487, -28912
-5452, -5407, -4294, -5714, 25544, -26087
-5296, -4679, -4104, -3541, 24860, -22342
-4991, -3912, -3776, -1256, 23878, -19593
-4581, -3150, -3365, 294, 25502, -18152
-4283, -2336, -2870, 142, 26097, -15907
-4088, -1549, -2143, -134, 23633, -12911
-3830, -912, -1330, 1904, 19264, -9470
-3553, -238, -451, 5074, 17019, -6683
-3316, 560, 445, 7212, 15682, -4127
-3193, 1443, 1395, 6725, 14205, -1494
-3174, 2238, 2411, 4028, 10502, 819
-3142, 2834, 3377, 1403, 4835, 1672
-3076, 3317, 4185, -1358, -103, 1830
-2986, 3611, 4796, -4565, -3902, 2723
-2905, 3722, 5204, -7292, -7304, 3194
-2841, 3718, 5414, -10057, -11664, 2893
-2702, 3570, 5343, -11577, -15884, 2374
-2477, 3337, 4977, -11643, -19068, 2282
-2224, 3129, 4407, -10619, -20487, 2628
-2012, 2901, 3679, -8163, -21495, 4598
-1738, 2625, 2738, -4419, -22977, 8436
-1445, 2433, 1691, -2375, -22686, 11405
-1130, 2172, 570, -1418, -20164, 14861
-921, 1742, -442, -943, -14983, 20264
-904, 989, -1286, 157, -10909, 26765
-1054, 45, -1867, 2260, -9052, 29616
-1304, -915, -2304, 3655, -8351, 30960
-1619, -1940, -2539, 2447, -8172, 32649
-1916, -2795, -2608, 2133, -5964, 32075
-2130, -3440, -2383, 870, -5186, 26742
-2417, -3771, -2139, 1039, -6201, 22657
-2719, -4040, -2130, 561, -10807, 20960
-2826, -4202, -2146, 795, -15886, 21474
-2815, -4137, -2125, 3689, -14844, 22406
-2952, -3931, -2093, 2409, -13794, 22574
-3422, -4030, -2145, -550, -15759, 26101
-3826, -4411, -2135, 1152, -16876, 30142
-3955, -4607, -2056, 6948, -11477, 31234
-4138, -4434, -1888, 7994, -5396, 28231
-4576, -4249, -1745, 2500, -4100, 24197
-4995, -4169, -1582, -2150, -3426, 21083
-5275, -4085, -1417, -3937, 1075, 17823
-5497, -3995, -1269, -5808, 3471, 14625
-5680, -3955, -1091, -7143, 4825, 11938
-5818, -3956, -811, -6842, 6820, 9713
-5915, -3920, -466, -6227, 7283, 7274
-5948, -3858, -136, -6249, 5270, 4655
-5876, -3785, 117, -6399, 2589, 2194
-5699, -3676, 296, -5566, 1004, 166
-5444, -3490, 420, -4001, 845, -1451
-5170, -3228, 517, -2596, 981, -2487
-4933, -2944, 588, -1718, 1114, -2618
-4713, -2620, 673, -1403, 1134, -2267
-4530, -2283, 768, -1817, 813, -1954
-4402, -2020, 829, -2454, 216, -1302
-4307, -1835, 855, -2655, -268, -665
-4230, -1698, 855, -2427, -638, -607
-4169, -1592, 822, -2041, -1169, -1011
-4125, -1507, 756, -1317, -1435, -1267
