-6506, -1542, 3728, -8525, -20805, -12289
-7281, -2060, 4379, -8311, -28987, -14849
-7892, -2548, 4894, -6799, 32757, -15511
-8395, -3047, 5295, -4561, 32757, -17544
-8750, -3503, 5652, -3776, 32757, -19724
-8872, -3882, 5789, -2348, 32757, -22027
-8639, -4135, 5801, -545, 32757, -23160
-8453, -4248, 5613, 2009, 32757, -24003
-8381, -4257, 5216, 4382, 32757, -24604
-8238, -4145, 4587, 6498, 32757, -25665
-8105, -3838, 3799, 8319, 32757, -25777
-7944, -3379, 2864, 10000, 32757, -25320
-7659, -2791, 1859, 10369, 32757, -23913
-7466, -2145, 795, 9719, 32757, -22777
-7255, -1326, -539, 8916, 32757, -22725
-6732, -353, -2141, 7208, 32757, -21026
-5746, 723, -3825, 6043, 32757, -18317
-4439, 1698, -5531, 4991, -24014, -12068
-3167, 2475, -6747, 518, -9977, -4972
-2309, 3015, -7371, -3443, 2342, 1750
-1871, 3256, -7561, -6992, 9888, 6229
-1711, 3287, -7461, -9413, 13506, 8623
-1661, 3202, -7142, -9658, 16254, 10447
-1655, 3066, -6667, -8142, 17734, 11879
-1603, 2858, -6096, -5780, 19644, 14270
-1555, 2570, -5477, -3226, 22159, 16449
-1601, 2199, -4872, -141, 23825, 17560
-1657, 1811, -4256, 2602, 24670, 17401
-1734, 1446, -3637, 4362, 25549, 17305
-1798, 1143, -3029, 5811, 26197, 17156
-1815, 907, -2463, 6154, 25889, 16328
-1800, 658, -1938, 6390, 25426, 14405
-1787, 368, -1384, 7951, 26418, 12782
-1872, 174, -648, 11032, 27098, 12182
-2046, 157, 258, 12745, 24757, 10395
-2171, 129, 1353, 12696, 19465, 8300
-2167, 77, 2620, 12195, 16984, 6858
-2116, 25, 3845, 9255, 14475, 5232
-1944, -188, 4844, 4233, 7485, 5284
-1583, -487, 5470, -43, 1158, 3044
-1040, -652, 5684, -1750, -727, -1749
-551, -597, 5655, -2535, 339, -4419
-187, -409, 5563, -2638, 1970, -3637
46, -219, 5479, -2600, 2502, -1587
184, -98, 5388, -2568, 2094, 73
278, -102, 5244, -2696, 1196, 1016
347, -193, 5026, -2907, 565, 1049
392, -310, 4713, -3688, 253, 65
448, -474, 4342, -4716, -200, -1289
417, -688, 3951, -5009, 52, -2563
327, -900, 3539, -4337, 713, -4338
145, -1079, 3118, -3337, 1355, -6143
-33, -1171, 2697, -2319, 1984, -8109
-231, -1173, 2310, -1679, 3224, -10109
-454, -1086, 1935, -1361, 4891, -11627
-577, -896, 1607, -1686, 5680, -12406
-577, -650, 1344, -1552, 6394, -11407
-584, -317, 1123, -708, 7864, -8949
-628, 56, 954, -455, 9242, -5366
-617, 360, 866, -592, 11151, -862
-682, 562, 862, -726, 14426, 3763
-951, 700, 957, -1792, 17990, 6714
-1224, 689, 1181, -5657, 19734, 9160
-1759, 430, 1493, -10409, 21969, 10336
-2673, -55, 1912, -15382, 23311, 10175
-3505, -752, 2406, -18694, 21423, 9030
-4114, -1560, 2890, -17935, 19550, 7966
-4702, -2250, 3240, -15875, 16008, 6833
-5016, -2755, 3469, -14522, 9977, 6632
-5046, -3184, 3586, -12091, 6624, 7401
-5058, -3507, 3585, -7702, 6801, 7787
-5115, -3666, 3509, -4023, 6753, 7661
-5090, -3705, 3464, -1752, 6467, 7041
-5034, -3675, 3411, -79, 6650, 5745
-5018, -3570, 3307, 738, 5980, 4300
-4970, -3433, 3159, 1263, 4685, 3268
-4878, -3285, 2998, 2294, 4142, 2645
-4773, -3097, 2833, 3551, 4011, 2045
-4699, -2841, 2681, 3925, 3945, 1324
-4631, -2554, 2522, 3296, 2868, 771
-4547, -2298, 2332, 2210, 1067, 437
-4429, -2100, 2122, 1741, -115, 218
-4282, -1945, 1900, 2101, -458, 69
-4135, -1814, 1703, 3123, -122, 34
-4012, -1663, 1529, 4241, 518, 208
-3917, -1491, 1383, 4897, 916, 561
-3823, -1301, 1257, 5137, 987, 949
-3750, -1093, 1145, 5225, 1073, 1246
-3709, -864, 1058, 5123, 1419, 1693
-3713, -670, 973, 4558, 1534, 2707
-3734, -545, 902, 3646, 1223, 3988
-3759, -495, 851, 2992, 1239, 4759
-3787, -508, 802, 2558, 829, 4613
-3830, -547, 759, 2172, 344, 3837
-3885, -586, 714, 1698, -222, 2769
-3937, -614, 669, 1048, -838, 1622
-3969, -623, 626, 365, -1411, 552
-3992, -595, 575, -363, -1710, -396
-4003, -555, 512, -1125, -2021, -1020
-3993, -520, 438, -1627, -2112, -1281
-3958, -499, 365, -1638, -1828, -1334
-3904, -490, 303, -1327, -1266, -1153
-3836, -493, 254, -827, -493, -836
-3765, -509, 225, -188, 308, -571
-3704, -521, 211, 432, 826, -503
-3664, -523, 194, 928, 908, -568
-3628, -519, 175, 1314, 807, -578
-3594, -525, 152, 1880, 994, -478
-3578, -518, 128, 2410, 1201, -307
-3589, -500, 138, 2388, 1121, -368
-3644, -473, 214, 1956, 759, -936
-3717, -424, 335, 1228, 111, -1536
-3791, -356, 448, 156, -949, -1394
-3842, -317, 527, -769, -1895, -570
-3849, -333, 581, -1008, -2266, 116
-3816, -392, 626, -724, -1970, 234
-3763, -448, 680, -192, -1078, 22
-3728, -476, 737, 245, 66, -211
-3721, -469, 798, 389, 909, -334
-3737, -451, 849, 291, 1291, -470
-3766, -435, 903, 135, 1230, -661
-3802, -430, 937, 64, 801, -757
-3830, -425, 959, 169, 457, -663
-3859, -426, 950, 282, 13, -465
-3865, -444, 917, 497, -378, -219
-3853, -467, 870, 1042, -169, 132
-3845, -477, 823, 1450, 129, 343
-3828, -474, 773, 1367, 147, 346
-3813, -464, 729, 996, 103, 278
-3801, -449, 689, 459, 1, 121
-3787, -439, 650, -129, -154, -53
-3773, -443, 604, -415, -241, -54
-3750, -462, 559, -274, -185, 52
-3734, -493, 508, 170, 29, 192
-3723, -519, 459, 715, 330, 355
-3716, -533, 422, 1173, 808, 513
-3713, -528, 396, 1469, 1324, 650
-3713, -515, 380, 1567, 1837, 782
-3722, -501, 367, 1464, 2174, 809
-3732, -495, 353, 1274, 2326, 688
-3754, -498, 347, 1199, 2396, 530
-3783, -504, 364, 1366, 2266, 385
-3819, -507, 388, 1639, 1957, 81
-3866, -485, 434, 1816, 1428, -187
-3907, -442, 482, 1698, 697, -359
