-3861, -1036, -742, 2241, -575, 24
-3918, -1304, -649, 4253, -836, 265
-4000, -1647, -500, 7429, -1463, 716
-4093, -2022, -297, 9412, -1866, 706
-4217, -2416, -18, 9771, -1756, -519
-4435, -2760, 313, 8503, -2254, -2833
-4701, -3044, 601, 6412, -4073, -5058
-4917, -3310, 738, 5566, -6012, -6548
-5044, -3531, 748, 6312, -7280, -7689
-5110, -3627, 731, 7130, -7205, -8402
-5165, -3590, 729, 6457, -6642, -9055
-5229, -3522, 732, 4505, -6295, -9590
-5305, -3507, 728, 3261, -6718, -9853
-5353, -3538, 734, 3444, -7663, -10098
-5402, -3509, 709, 4230, -8235, -10539
-5426, -3433, 666, 4394, -8810, -10717
-5372, -3332, 597, 3904, -8828, -10825
-5238, -3233, 524, 3386, -8374, -10668
-5050, -3158, 492, 3328, -7385, -10288
-4814, -3082, 493, 3755, -6468, -9863
-4573, -2964, 549, 4045, -5554, -9370
-4335, -2823, 637, 4001, -5216, -8911
-4096, -2675, 729, 4015, -5417, -8283
-3888, -2546, 773, 4644, -5843, -7495
-3711, -2419, 764, 6054, -6186, -6696
-3538, -2240, 718, 7463, -6300, -6116
-3356, -1971, 639, 8111, -6352, -5832
-3152, -1650, 537, 7901, -6435, -5511
-2933, -1316, 408, 7487, -6262, -5094
-2668, -959, 243, 7040, -6292, -4504
-2319, -570, 66, 5773, -5852, -3767
-1928, -204, -89, 3672, -4309, -2918
-1520, 86, -181, 1620, -2345, -2037
-1136, 298, -175, 449, -531, -1069
-810, 432, -50, 59, 937, -161
-565, 535, 183, 155, 1533, 737
-366, 637, 474, 444, 1740, 1602
-203, 768, 782, 840, 2141, 2380
-106, 956, 1112, 995, 3092, 3409
-70, 1142, 1462, 802, 4101, 4753
-115, 1300, 1833, 1601, 4791, 6219
-282, 1479, 2238, 2646, 5377, 8015
-550, 1667, 2693, 1976, 5481, 9644
-893, 1692, 3140, 420, 5039, 11022
-1277, 1423, 3600, 546, 4482, 12185
