-5388, -4479, 2705, 1620, -7814, -12653
-5881, -4968, 3201, 1577, -13523, -14804
-6135, -5349, 3491, 4282, -14653, -15165
-6254, -5659, 3656, 9312, -14074, -14944
-6341, -5801, 3733, 13504, -15447, -14382
-6401, -5880, 3699, 15043, -18794, -14135
-6341, -5960, 3460, 15382, -21810, -14550
-6213, -6114, 3008, 16609, -22582, -14846
-6068, -6301, 2419, 19094, -22776, -16131
-5862, -6345, 1784, 22134, -22482, -17492
-5611, -6250, 1221, 24863, -21242, -18230
-5402, -5935, 703, 27263, -21055, -18242
-5140, -5467, 217, 27721, -22218, -16637
-4770, -4856, -210, 27247, -22522, -15116
-4425, -4204, -511, 26517, -21889, -14668
-4092, -3406, -766, 24939, -21559, -13299
-3781, -2564, -1068, 21559, -22573, -10365
-3405, -1747, -1462, 16484, -24513, -8202
-2986, -1029, -1990, 10585, -26121, -6575
-2551, -419, -2616, 4648, -27679, -5511
-2103, 77, -3272, 804, -27874, -5199
-1637, 497, -3879, 126, -26143, -5956
-1122, 1071, -4360, 1048, -21730, -8207
-661, 1855, -4681, 1574, -14351, -10030
-255, 2857, -4924, 1655, -7303, -8505
37, 3950, -5053, 2226, -938, -3467
90, 5044, -5093, 2187, 2761, 2427
-17, 6015, -5200, -30, 3519, 7757
17, 6583, -5483, -3087, 5117, 13330
224, 6625, -5811, -3439, 11218, 18484
197, 6213, -5970, -824, 18632, 22049
4, 5505, -5961, 1705, 22925, 23041
-273, 4601, -5818, 3593, 25359, 22624
-627, 3633, -5541, 5234, 28241, 21848
-1024, 2716, -5143, 7436, 32568, 20076
-1548, 1946, -4704, 9724, 32750, 16431
-2231, 1364, -4245, 11545, 32750, 11300
-3084, 1003, -3764, 11671, 32750, 6005
-4185, 728, -3039, 11352, 32750, 762
-5281, 620, -1792, 9980, 32750, -1912
-6006, 846, 68, 8150, 32750, 2561
-6534, 986, 2120, 5839, 30356, 8289
-6518, 739, 3843, 5099, 8149, 5209
-5989, 591, 4656, 2670, -10027, -2972
-5207, 740, 4548, -4633, -16370, -8474
-4223, 781, 4165, -9997, -13427, -9987
-3254, 582, 3777, -10174, -3636, -9937
-2623, 358, 3417, -6560, 5027, -8734
-2166, 285, 3139, -3033, 8592, -6963
-1803, 292, 2930, -1272, 10135, -5356
-1524, 253, 2795, 118, 11028, -4534
-1438, 155, 2738, 2663, 12008, -4408
-1532, 128, 2735, 4948, 12078, -4589
-1721, 188, 2774, 5606, 11013, -4730
-1906, 313, 2862, 4764, 10061, -5070
-2070, 449, 2975, 3113, 9562, -5554
-2199, 554, 3034, 823, 8685, -6019
-2314, 582, 3018, -1545, 7436, -6489
-2389, 574, 2971, -3454, 7194, -6934
-2451, 501, 2885, -4912, 7239, -6953
-2497, 395, 2763, -5934, 7051, -6664
-2525, 255, 2635, -6709, 7043, -6174
-2552, 80, 2508, -7025, 7740, -5734
-2618, -96, 2395, -7088, 8465, -5327
-2709, -221, 2303, -7776, 8331, -5182
-2803, -275, 2222, -10026, 7472, -5091
-2878, -360, 2183, -12819, 6639, -4730
-2979, -572, 2216, -13347, 6411, -3568
-3092, -771, 2306, -11540, 6139, -1806
-3210, -837, 2383, -10565, 4766, -274
-3368, -858, 2407, -12095, 2589, 1295
-3549, -1051, 2430, -13191, 1123, 3340
-3744, -1352, 2491, -11243, 1618, 4889
-3968, -1577, 2588, -7971, 1969, 5447
-4203, -1639, 2678, -6359, 1461, 5507
-4457, -1603, 2668, -7124, 468, 5532
-4662, -1569, 2524, -9316, -713, 5787
-4788, -1607, 2297, -11398, -779, 6451
-4850, -1750, 2049, -12538, 215, 7134
-4872, -2007, 1836, -12083, 1562, 6799
-4850, -2341, 1675, -9583, 2796, 5163
-4789, -2672, 1568, -5376, 3987, 2864
-4723, -2885, 1533, -251, 5253, 522
-4709, -2808, 1690, 1843, 5673, -1670
-4747, -2584, 1833, 171, 3148, -3395
-4727, -2405, 1844, -751, -419, -3856
-4637, -2218, 1749, 710, -2389, -2940
-4461, -2028, 1582, 2900, -2890, -1669
-4258, -1813, 1365, 3986, -1773, -822
-4064, -1577, 1177, 2991, -452, -289
-3902, -1367, 1010, 905, 167, 20
-3794, -1233, 855, -1076, 103, 287
